,record1
41952,1205.7534005037783
41953,1149.5518891687657
41954,1150.956926952141
41955,1195.918136020151
41956,1257.739798488665
41957,1327.9916876574307
41958,1375.7629722921913
41959,1472.710579345088
41960,1580.8984886649873
41961,1611.8093198992442
41962,1587.923677581864
41963,1548.5826196473552
41964,1499.406297229219
41965,1474.1156171284633
41966,1485.355919395466
41967,1479.7357682619647
41968,1416.5090680100755
41969,1337.826952141058
41970,1313.9413098236776
41971,1330.8017632241813
41972,1346.2571788413097
41973,1327.9916876574307
41974,1312.5362720403023
41975,1323.7765743073046
41976,1354.6874055415617
41977,1361.7125944584382
41978,1381.3831234256927
41979,1424.9392947103274
41980,1481.14080604534
41981,1534.532241813602
41982,1569.6581863979848
41983,1583.708564231738
41984,1559.8229219143577
41985,1562.6329974811083
41986,1580.8984886649873
41987,1600.5690176322419
41988,1586.5186397984885
41989,1538.747355163728
41990,1479.7357682619647
41991,1417.9141057934507
41992,1361.7125944584382
41993,1350.4722921914358
41994,1368.7377833753148
41995,1422.1292191435768
41996,1495.1911838790932
41997,1516.2667506297228
41998,1489.5710327455918
41999,1441.7997481108312
42000,1372.9528967254407
42001,1320.966498740554
42002,1304.1060453400503
42003,1326.5866498740554
42004,1356.092443324937
42005,1363.1176322418135
42006,1351.877329974811
42007,1347.662216624685
42008,1342.0420654911838
42009,1372.9528967254407
42010,1401.053652392947
42011,1424.9392947103274
42012,1431.964483627204
42013,1433.3695214105792
42014,1395.4335012594458
42015,1343.4471032745591
42016,1291.4607052896724
42017,1256.3347607052897
42018,1257.739798488665
42019,1319.5614609571787
42020,1385.5982367758186
42021,1416.5090680100755
42022,1444.6098236775817
42023,1493.7861460957179
42024,1575.2783375314862
42025,1617.4294710327456
42026,1607.5942065491183
42027,1555.6078085642316
42028,1503.6214105793451
42029,1457.2551637279596
42030,1363.1176322418135
42031,1261.9549118387908
42032,1216.9937027707808
42033,1215.5886649874055
42034,1229.6390428211587
42035,1216.9937027707808
42036,1184.6778337531487
42037,1180.4627204030226
42038,1187.4879093198992
42039,1215.5886649874055
42040,1250.7146095717883
42041,1280.2204030226699
42042,1312.5362720403023
42043,1357.4974811083123
42044,1385.5982367758186
42045,1384.1931989924433
42046,1401.053652392947
42047,1409.483879093199
42048,1412.2939546599496
42049,1438.9896725440806
42050,1492.3811083123426
42051,1524.6969773299747
42052,1527.5070528967253
42053,1500.8113350125943
42054,1464.2803526448363
42055,1417.9141057934507
42056,1375.7629722921913
42057,1353.2823677581864
42058,1350.4722921914358
42059,1342.0420654911838
42060,1336.4219143576825
42061,1339.2319899244333
42062,1322.3715365239293
42063,1312.5362720403023
42064,1337.826952141058
42065,1379.9780856423174
42066,1381.3831234256927
42067,1336.4219143576825
42068,1283.0304785894205
42069,1236.6642317380351
42070,1215.5886649874055
42071,1232.4491183879093
42072,1264.7649874055414
42073,1291.4607052896724
42074,1302.701007556675
42075,1308.3211586901762
42076,1312.5362720403023
42077,1329.396725440806
42078,1347.662216624685
42079,1343.4471032745591
42080,1339.2319899244333
42081,1311.131234256927
42082,1283.0304785894205
42083,1228.2340050377834
42084,1160.7921914357682
42085,1120.046095717884
42086,1118.6410579345088
42087,1169.22241813602
42088,1235.2591939546598
42089,1306.9161209068009
42090,1384.1931989924433
42091,1441.7997481108312
42092,1478.3307304785894
42093,1451.6350125944584
42094,1433.3695214105792
42095,1437.5846347607053
42096,1453.0400503778337
42097,1490.9760705289673
42098,1509.2415617128463
42099,1482.5458438287153
42100,1441.7997481108312
42101,1401.053652392947
42102,1408.0788413098237
42103,1412.2939546599496
42104,1401.053652392947
42105,1448.8249370277078
42106,1558.4178841309822
42107,1628.6697732997482
42108,1571.06322418136
42109,1462.875314861461
42110,1453.0400503778337
42111,1516.2667506297228
42112,1545.7725440806046
42113,1493.7861460957179
42114,1402.4586901763223
42115,1330.8017632241813
42116,1298.4858942065491
42117,1270.3851385390428
42118,1235.2591939546598
42119,1212.778589420655
42120,1207.1584382871536
42121,1205.7534005037783
42122,1159.387153652393
42123,1149.5518891687657
42124,1200.133249370277
42125,1267.575062972292
42126,1309.7261964735517
42127,1294.270780856423
42128,1276.005289672544
42129,1259.1448362720403
42130,1202.9433249370277
42131,1121.4511335012594
42132,1052.604282115869
42133,996.4027707808564
42134,1007.6430730478589
42135,1045.5790931989923
42136,1059.6294710327456
42137,1041.3639798488664
42138,1051.1992443324937
42139,1104.5906801007557
42140,1179.0576826196473
42141,1238.0692695214104
42142,1254.9297229219142
42143,1295.6758186397983
42144,1395.4335012594458
42145,1493.7861460957179
42146,1521.8869017632242
42147,1457.2551637279596
42148,1364.5226700251887
42149,1305.5110831234256
42150,1295.6758186397983
42151,1330.8017632241813
42152,1361.7125944584382
42153,1384.1931989924433
42154,1417.9141057934507
42155,1385.5982367758186
42156,1365.9277078085643
42157,1409.483879093199
42158,1472.710579345088
42159,1554.2027707808563
42160,1611.8093198992442
42161,1593.5438287153652
42162,1517.6717884130983
42163,1427.749370277078
42164,1342.0420654911838
42165,1266.1700251889167
42166,1243.6894206549118
42167,1301.2959697732997
42168,1395.4335012594458
42169,1427.749370277078
42170,1378.5730478589421
42171,1322.3715365239293
42172,1305.5110831234256
42173,1326.5866498740554
42174,1337.826952141058
42175,1353.2823677581864
42176,1365.9277078085643
42177,1412.2939546599496
42178,1462.875314861461
42179,1476.9256926952141
42180,1472.710579345088
42181,1446.014861460957
42182,1396.8385390428211
42183,1368.7377833753148
42184,1395.4335012594458
42185,1409.483879093199
42186,1378.5730478589421
42187,1360.3075566750629
42188,1377.1680100755666
42189,1392.623425692695
42190,1427.749370277078
42191,1416.5090680100755
42192,1379.9780856423174
42193,1349.0672544080603
42194,1330.8017632241813
42195,1298.4858942065491
42196,1270.3851385390428
42197,1288.6506297229218
42198,1311.131234256927
42199,1318.1564231738034
42200,1298.4858942065491
42201,1283.0304785894205
42202,1295.6758186397983
42203,1308.3211586901762
42204,1326.5866498740554
42205,1363.1176322418135
42206,1412.2939546599496
42207,1402.4586901763223
42208,1357.4974811083123
42209,1340.6370277078086
42210,1374.357934508816
42211,1415.1040302267002
42212,1396.8385390428211
42213,1311.131234256927
42214,1212.778589420655
42215,1134.0964735516372
42216,1086.3251889168764
42217,1034.33879093199
42218,1010.4531486146095
42219,1027.3136020151132
42220,1062.4395465994962
42221,1096.1604534005037
42222,1104.5906801007557
42223,1111.6158690176321
42224,1131.2863979848867
42225,1122.8561712846347
42226,1089.135264483627
42227,1073.6798488664986
42228,1097.565491183879
42229,1124.26120906801
42230,1139.7166246851384
42231,1132.691435768262
42232,1135.5015113350125
42233,1152.3619647355163
42234,1176.2476070528967
42235,1174.8425692695214
42236,1173.437531486146
42237,1167.8173803526447
42238,1176.2476070528967
42239,1205.7534005037783
42240,1211.3735516372794
42241,1172.0324937027708
42242,1142.526700251889
42243,1146.741813602015
42244,1165.0073047858941
42245,1197.3231738035263
42246,1239.4743073047857
42247,1287.2455919395466
42248,1313.9413098236776
42249,1343.4471032745591
42250,1368.7377833753148
42251,1396.8385390428211
42252,1401.053652392947
42253,1385.5982367758186
42254,1356.092443324937
42255,1339.2319899244333
42256,1326.5866498740554
42257,1291.4607052896724
42258,1249.309571788413
42259,1198.7282115869016
42260,1169.22241813602
42261,1170.6274559193953
42262,1167.8173803526447
42263,1163.6022670025188
42264,1163.6022670025188
42265,1172.0324937027708
42266,1183.2727959697731
42267,1183.2727959697731
42268,1208.5634760705288
42269,1315.3463476070528
42270,1433.3695214105792
42271,1571.06322418136
42272,1675.0360201511335
42273,1683.4662468513852
42274,1642.720151133501
42275,1580.8984886649873
42276,1545.7725440806046
42277,1493.7861460957179
42278,1415.1040302267002
42279,1353.2823677581864
42280,1302.701007556675
42281,1252.1196473551636
42282,1221.2088161209067
42283,1222.613853904282
42284,1281.6254408060454
42285,1346.2571788413097
42286,1409.483879093199
42287,1460.0652392947102
42288,1506.4314861460957
42289,1545.7725440806046
42290,1541.5574307304785
42291,1520.4818639798489
42292,1478.3307304785894
42293,1388.4083123425692
42294,1292.8657430730477
42295,1193.1080604534004
42296,1108.8057934508815
42297,996.4027707808564
42298,869.949370277078
42299,737.8758186397984
42300,671.8390428211586
42301,685.8894206549118
42302,751.9261964735515
42303,830.6083123425692
42304,898.0501259445842
42305,962.6818639798488
42306,1002.0229219143575
42307,1056.8193954659948
42308,1117.2360201511333
42309,1191.7030226700251
42310,1271.7901763224181
42311,1294.270780856423
42312,1291.4607052896724
42313,1313.9413098236776
42314,1422.1292191435768
42315,1589.3287153652393
42316,1755.1231738035265
42317,1885.7916876574307
42318,1904.05717884131
42319,1798.6793450881612
42320,1632.884886649874
42321,1488.1659949622165
42322,1401.053652392947
42323,1372.9528967254407
42324,1350.4722921914358
42325,1365.9277078085643
42326,1375.7629722921913
42327,1326.5866498740554
42328,1252.1196473551636
42329,1216.9937027707808
42330,1187.4879093198992
42331,1181.8677581863979
42332,1180.4627204030226
42333,1169.22241813602
42334,1150.956926952141
42335,1163.6022670025188
42336,1201.5382871536524
42337,1221.2088161209067
42338,1238.0692695214104
42339,1295.6758186397983
42340,1356.092443324937
42341,1401.053652392947
42342,1446.014861460957
42343,1499.406297229219
42344,1535.9372795969773
42345,1559.8229219143577
42346,1566.8481108312342
42347,1482.5458438287153
42348,1340.6370277078086
42349,1221.2088161209067
42350,1127.0712846347606
42351,1006.2380352644835
42352,898.0501259445842
42353,872.7594458438286
42354,883.9997481108311
42355,902.2652392947102
42356,952.8465994962215
42357,1013.2632241813601
42358,1098.9705289672543
42359,1208.5634760705288
42360,1298.4858942065491
42361,1361.7125944584382
42362,1396.8385390428211
42363,1441.7997481108312
42364,1460.0652392947102
42365,1417.9141057934507
42366,1347.662216624685
42367,1276.005289672544
42368,1226.8289672544079
42369,1243.6894206549118
42370,1304.1060453400503
42371,1395.4335012594458
42372,1483.9508816120906
42373,1537.3423173803526
42374,1566.8481108312342
42375,1561.227959697733
42376,1542.9624685138538
42377,1523.2919395465995
42378,1488.1659949622165
42379,1436.17959697733
42380,1363.1176322418135
42381,1287.2455919395466
42382,1224.0188916876573
42383,1152.3619647355163
42384,1056.8193954659948
42385,975.3272040302267
42386,934.5811083123425
42387,979.5423173803525
42388,1065.2496221662468
42389,1153.7670025188916
42390,1276.005289672544
42391,1389.8133501259445
42392,1453.0400503778337
42393,1485.355919395466
42394,1507.836523929471
42395,1519.0768261964736
42396,1476.9256926952141
42397,1375.7629722921913
42398,1266.1700251889167
42399,1219.8037783375314
42400,1243.6894206549118
42401,1323.7765743073046
42402,1364.5226700251887
42403,1374.357934508816
42404,1374.357934508816
42405,1379.9780856423174
42406,1379.9780856423174
42407,1318.1564231738034
42408,1250.7146095717883
42409,1184.6778337531487
42410,1122.8561712846347
42411,1096.1604534005037
42412,1146.741813602015
42413,1283.0304785894205
42414,1399.6486146095717
42415,1424.9392947103274
42416,1363.1176322418135
42417,1305.5110831234256
42418,1281.6254408060454
42419,1288.6506297229218
42420,1271.7901763224181
42421,1205.7534005037783
42422,1131.2863979848867
42423,1096.1604534005037
42424,1083.5151133501258
42425,1054.0093198992442
42426,1031.5287153652393
42427,1058.2244332493701
42428,1128.476322418136
42429,1225.4239294710328
42430,1290.0556675062971
42431,1302.701007556675
42432,1326.5866498740554
42433,1342.0420654911838
42434,1349.0672544080603
42435,1358.9025188916876
42436,1403.8637279596976
42437,1485.355919395466
42438,1597.758942065491
42439,1731.237531486146
42440,1846.4506297229218
42441,1918.1075566750628
42442,1890.0068010075565
42443,1790.2491183879092
42444,1646.9352644836272
42445,1490.9760705289673
42446,1360.3075566750629
42447,1271.7901763224181
42448,1148.1468513853904
42449,979.5423173803525
42450,846.0637279596976
42451,785.6471032745591
42452,822.1780856423172
42453,941.6062972292191
42454,1058.2244332493701
42455,1167.8173803526447
42456,1259.1448362720403
42457,1319.5614609571787
42458,1342.0420654911838
42459,1349.0672544080603
42460,1361.7125944584382
42461,1379.9780856423174
42462,1385.5982367758186
42463,1365.9277078085643
42464,1336.4219143576825
42465,1311.131234256927
42466,1281.6254408060454
42467,1250.7146095717883
42468,1225.4239294710328
42469,1195.918136020151
42470,1179.0576826196473
42471,1218.3987405541561
42472,1266.1700251889167
42473,1294.270780856423
42474,1323.7765743073046
42475,1351.877329974811
42476,1368.7377833753148
42477,1349.0672544080603
42478,1316.7513853904281
42479,1287.2455919395466
42480,1277.4103274559193
42481,1263.3599496221661
42482,1239.4743073047857
42483,1214.18362720403
42484,1205.7534005037783
42485,1191.7030226700251
42486,1145.3367758186396
42487,1108.8057934508815
42488,1101.7806045340049
42489,1114.4259445843827
42490,1131.2863979848867
42491,1143.9317380352645
42492,1143.9317380352645
42493,1145.3367758186396
42494,1211.3735516372794
42495,1316.7513853904281
42496,1420.7241813602013
42497,1547.1775818639799
42498,1637.1
42499,1645.530226700252
42500,1599.1639798488663
42501,1559.8229219143577
42502,1534.532241813602
42503,1527.5070528967253
42504,1465.6853904282116
42505,1351.877329974811
42506,1250.7146095717883
42507,1215.5886649874055
42508,1207.1584382871536
42509,1231.044080604534
42510,1291.4607052896724
42511,1367.3327455919396
42512,1419.319143576826
42513,1410.8889168765743
42514,1347.662216624685
42515,1249.309571788413
42516,1215.5886649874055
42517,1280.2204030226699
42518,1429.1544080604533
42519,1587.923677581864
42520,1666.6057934508815
42521,1652.5554156171283
42522,1590.7337531486146
42523,1513.4566750629722
42524,1444.6098236775817
42525,1381.3831234256927
42526,1320.966498740554
42527,1259.1448362720403
42528,1209.9685138539041
42529,1191.7030226700251
42530,1202.9433249370277
42531,1229.6390428211587
42532,1283.0304785894205
42533,1343.4471032745591
42534,1405.268765743073
42535,1451.6350125944584
42536,1453.0400503778337
42537,1427.749370277078
42538,1405.268765743073
42539,1392.623425692695
42540,1396.8385390428211
42541,1415.1040302267002
42542,1451.6350125944584
42543,1502.2163727959696
42544,1521.8869017632242
42545,1517.6717884130983
42546,1530.317128463476
42547,1537.3423173803526
42548,1523.2919395465995
42549,1472.710579345088
42550,1420.7241813602013
42551,1347.662216624685
42552,1278.8153652392946
42553,1242.2843828715365
42554,1228.2340050377834
42555,1218.3987405541561
42556,1212.778589420655
42557,1202.9433249370277
42558,1187.4879093198992
42559,1183.2727959697731
42560,1193.1080604534004
42561,1231.044080604534
42562,1263.3599496221661
42563,1277.4103274559193
42564,1274.6002518891687
42565,1274.6002518891687
42566,1268.9801007556675
42567,1259.1448362720403
42568,1236.6642317380351
42569,1221.2088161209067
42570,1193.1080604534004
42571,1132.691435768262
42572,1089.135264483627
42573,1065.2496221662468
42574,1045.5790931989923
42575,1017.478337531486
42576,996.4027707808564
42577,1048.3891687657429
42578,1153.7670025188916
42579,1268.9801007556675
42580,1361.7125944584382
42581,1444.6098236775817
42582,1558.4178841309822
42583,1670.8209068010076
42584,1752.3130982367757
42585,1766.363476070529
42586,1729.8324937027708
42587,1711.5670025188915
42588,1710.1619647355164
42589,1684.8712846347607
42590,1603.3790931989925
42591,1540.1523929471032
42592,1512.051637279597
42593,1509.2415617128463
42594,1505.0264483627204
42595,1461.4702770780855
42596,1412.2939546599496
42597,1389.8133501259445
42598,1394.0284634760706
42599,1420.7241813602013
42600,1462.875314861461
42601,1520.4818639798489
42602,1561.227959697733
42603,1571.06322418136
42604,1547.1775818639799
42605,1498.0012594458437
42606,1451.6350125944584
42607,1453.0400503778337
42608,1465.6853904282116
42609,1455.8501259445843
42610,1396.8385390428211
42611,1342.0420654911838
42612,1309.7261964735517
42613,1259.1448362720403
42614,1180.4627204030226
42615,1103.1856423173804
42616,1037.1488664987405
42617,1039.958942065491
42618,1163.6022670025188
42619,1312.5362720403023
42620,1395.4335012594458
42621,1420.7241813602013
42622,1409.483879093199
42623,1384.1931989924433
42624,1365.9277078085643
42625,1342.0420654911838
42626,1330.8017632241813
42627,1316.7513853904281
42628,1325.1816120906801
42629,1337.826952141058
42630,1368.7377833753148
42631,1422.1292191435768
42632,1481.14080604534
42633,1503.6214105793451
42634,1486.7609571788412
42635,1451.6350125944584
42636,1441.7997481108312
42637,1458.660201511335
42638,1467.0904282115869
42639,1462.875314861461
42640,1481.14080604534
42641,1509.2415617128463
42642,1520.4818639798489
42643,1510.6465994962216
42644,1486.7609571788412
42645,1438.9896725440806
42646,1416.5090680100755
42647,1405.268765743073
42648,1371.5478589420654
42649,1326.5866498740554
42650,1276.005289672544
42651,1215.5886649874055
42652,1153.7670025188916
42653,1104.5906801007557
42654,1103.1856423173804
42655,1157.9821158690174
42656,1225.4239294710328
42657,1260.5498740554156
42658,1277.4103274559193
42659,1294.270780856423
42660,1343.4471032745591
42661,1408.0788413098237
42662,1467.0904282115869
42663,1527.5070528967253
42664,1606.189168765743
42665,1660.9856423173803
42666,1677.846095717884
42667,1673.6309823677582
42668,1648.3403022670025
42669,1593.5438287153652
42670,1527.5070528967253
42671,1468.4954659949622
42672,1398.2435768261964
42673,1320.966498740554
42674,1225.4239294710328
42675,1145.3367758186396
42676,1108.8057934508815
42677,1117.2360201511333
42678,1157.9821158690174
42679,1184.6778337531487
42680,1195.918136020151
42681,1238.0692695214104
42682,1313.9413098236776
42683,1378.5730478589421
42684,1417.9141057934507
42685,1447.4198992443323
42686,1489.5710327455918
42687,1514.8617128463475
42688,1516.2667506297228
42689,1513.4566750629722
42690,1510.6465994962216
42691,1499.406297229219
42692,1493.7861460957179
42693,1493.7861460957179
42694,1486.7609571788412
42695,1472.710579345088
42696,1454.445088161209
42697,1438.9896725440806
42698,1434.7745591939547
42699,1436.17959697733
42700,1427.749370277078
42701,1412.2939546599496
42702,1395.4335012594458
42703,1398.2435768261964
42704,1417.9141057934507
42705,1431.964483627204
42706,1451.6350125944584
42707,1471.3055415617127
42708,1488.1659949622165
42709,1489.5710327455918
42710,1498.0012594458437
42711,1535.9372795969773
42712,1572.4682619647356
42713,1586.5186397984885
42714,1589.3287153652393
42715,1583.708564231738
42716,1582.3035264483626
42717,1585.1136020151132
42718,1590.7337531486146
42719,1587.923677581864
42720,1569.6581863979848
42721,1535.9372795969773
42722,1461.4702770780855
42723,1391.2183879093197
42724,1329.396725440806
42725,1271.7901763224181
42726,1243.6894206549118
42727,1236.6642317380351
42728,1232.4491183879093
42729,1238.0692695214104
42730,1239.4743073047857
42731,1249.309571788413
42732,1250.7146095717883
42733,1246.4994962216624
42734,1236.6642317380351
42735,1250.7146095717883
42736,1281.6254408060454
42737,1297.0808564231738
42738,1280.2204030226699
42739,1261.9549118387908
42740,1290.0556675062971
42741,1378.5730478589421
42742,1465.6853904282116
42743,1524.6969773299747
42744,1568.2531486146095
42745,1578.0884130982367
42746,1585.1136020151132
42747,1534.532241813602
42748,1423.5342569269521
42749,1316.7513853904281
42750,1243.6894206549118
42751,1193.1080604534004
42752,1149.5518891687657
42753,1146.741813602015
42754,1166.4123425692694
42755,1197.3231738035263
42756,1225.4239294710328
42757,1246.4994962216624
42758,1250.7146095717883
42759,1224.0188916876573
42760,1204.348362720403
42761,1195.918136020151
42762,1160.7921914357682
42763,1107.4007556675062
42764,1070.869773299748
42765,1100.3755667506296
42766,1187.4879093198992
42767,1302.701007556675
42768,1410.8889168765743
42769,1505.0264483627204
42770,1548.5826196473552
42771,1580.8984886649873
42772,1634.2899244332493
42773,1670.8209068010076
42774,1680.6561712846346
42775,1693.3015113350125
42776,1710.1619647355164
42777,1703.1367758186398
42778,1648.3403022670025
42779,1578.0884130982367
42780,1547.1775818639799
42781,1535.9372795969773
42782,1514.8617128463475
42783,1505.0264483627204
42784,1486.7609571788412
42785,1447.4198992443323
42786,1422.1292191435768
42787,1413.6989924433249
42788,1422.1292191435768
42789,1438.9896725440806
42790,1446.014861460957
42791,1451.6350125944584
42792,1440.3947103274559
42793,1443.2047858942065
42794,1461.4702770780855
42795,1496.5962216624685
42796,1527.5070528967253
42797,1547.1775818639799
42798,1566.8481108312342
42799,1572.4682619647356
42800,1573.8732997481109
42801,1568.2531486146095
42802,1558.4178841309822
42803,1552.797732997481
42804,1538.747355163728
42805,1526.10201511335
42806,1524.6969773299747
42807,1500.8113350125943
42808,1471.3055415617127
42809,1437.5846347607053
42810,1417.9141057934507
42811,1384.1931989924433
42812,1322.3715365239293
42813,1267.575062972292
42814,1238.0692695214104
42815,1235.2591939546598
42816,1257.739798488665
42817,1309.7261964735517
42818,1374.357934508816
42819,1429.1544080604533
42820,1464.2803526448363
42821,1505.0264483627204
42822,1505.0264483627204
42823,1485.355919395466
42824,1468.4954659949622
42825,1433.3695214105792
42826,1413.6989924433249
42827,1395.4335012594458
42828,1357.4974811083123
42829,1309.7261964735517
42830,1270.3851385390428
42831,1249.309571788413
42832,1250.7146095717883
42833,1273.1952141057934
42834,1280.2204030226699
42835,1277.4103274559193
42836,1281.6254408060454
42837,1313.9413098236776
42838,1358.9025188916876
42839,1395.4335012594458
42840,1402.4586901763223
42841,1396.8385390428211
42842,1410.8889168765743
42843,1468.4954659949622
42844,1542.9624685138538
42845,1593.5438287153652
42846,1606.189168765743
42847,1594.9488664987405
42848,1551.3926952141057
42849,1479.7357682619647
42850,1392.623425692695
42851,1306.9161209068009
42852,1226.8289672544079
42853,1179.0576826196473
42854,1139.7166246851384
42855,1122.8561712846347
42856,1131.2863979848867
42857,1150.956926952141
42858,1187.4879093198992
42859,1246.4994962216624
42860,1367.3327455919396
42861,1474.1156171284633
42862,1502.2163727959696
42863,1476.9256926952141
42864,1441.7997481108312
42865,1434.7745591939547
42866,1460.0652392947102
42867,1483.9508816120906
42868,1486.7609571788412
42869,1512.051637279597
42870,1535.9372795969773
42871,1528.9120906801006
42872,1521.8869017632242
42873,1524.6969773299747
42874,1517.6717884130983
42875,1475.5206549118386
42876,1424.9392947103274
42877,1367.3327455919396
42878,1316.7513853904281
42879,1278.8153652392946
42880,1266.1700251889167
42881,1292.8657430730477
42882,1365.9277078085643
42883,1450.2299748110831
42884,1542.9624685138538
42885,1600.5690176322419
42886,1625.8596977329973
42887,1601.9740554156172
42888,1557.012846347607
42889,1519.0768261964736
42890,1490.9760705289673
42891,1458.660201511335
42892,1443.2047858942065
42893,1450.2299748110831
42894,1468.4954659949622
42895,1478.3307304785894
42896,1490.9760705289673
42897,1482.5458438287153
42898,1419.319143576826
42899,1354.6874055415617
42900,1358.9025188916876
42901,1426.3443324937027
42902,1490.9760705289673
42903,1523.2919395465995
42904,1542.9624685138538
42905,1555.6078085642316
42906,1548.5826196473552
42907,1520.4818639798489
42908,1492.3811083123426
42909,1474.1156171284633
42910,1489.5710327455918
42911,1544.367506297229
42912,1585.1136020151132
42913,1587.923677581864
42914,1580.8984886649873
42915,1554.2027707808563
42916,1540.1523929471032
42917,1541.5574307304785
42918,1568.2531486146095
42919,1575.2783375314862
42920,1564.0380352644836
42921,1519.0768261964736
42922,1478.3307304785894
42923,1455.8501259445843
42924,1486.7609571788412
42925,1552.797732997481
42926,1583.708564231738
42927,1564.0380352644836
42928,1521.8869017632242
42929,1471.3055415617127
42930,1422.1292191435768
42931,1422.1292191435768
42932,1453.0400503778337
42933,1444.6098236775817
42934,1389.8133501259445
42935,1311.131234256927
42936,1218.3987405541561
42937,1098.9705289672543
42938,1002.0229219143575
42939,909.2904282115868
42940,833.4183879093198
42941,864.3292191435768
42942,972.517128463476
42943,1041.3639798488664
42944,1068.0596977329974
42945,1117.2360201511333
42946,1207.1584382871536
42947,1318.1564231738034
42948,1424.9392947103274
42949,1498.0012594458437
42950,1510.6465994962216
42951,1498.0012594458437
42952,1521.8869017632242
42953,1551.3926952141057
42954,1542.9624685138538
42955,1526.10201511335
42956,1549.9876574307305
42957,1587.923677581864
42958,1599.1639798488663
42959,1594.9488664987405
42960,1592.13879093199
42961,1587.923677581864
42962,1572.4682619647356
42963,1552.797732997481
42964,1520.4818639798489
42965,1476.9256926952141
42966,1438.9896725440806
42967,1396.8385390428211
42968,1308.3211586901762
42969,1216.9937027707808
42970,1146.741813602015
42971,1087.730226700252
42972,1062.4395465994962
42973,1063.8445843828715
42974,1090.5403022670025
42975,1142.526700251889
42976,1218.3987405541561
42977,1254.9297229219142
42978,1278.8153652392946
42979,1365.9277078085643
42980,1499.406297229219
42981,1596.3539042821158
42982,1635.6949622166246
42983,1630.0748110831234
42984,1631.4798488664987
42985,1613.2143576826195
42986,1579.493450881612
42987,1572.4682619647356
42988,1576.6833753148615
42989,1569.6581863979848
42990,1578.0884130982367
42991,1593.5438287153652
42992,1565.443073047859
42993,1512.051637279597
42994,1474.1156171284633
42995,1458.660201511335
42996,1478.3307304785894
42997,1513.4566750629722
42998,1548.5826196473552
42999,1587.923677581864
43000,1631.4798488664987
43001,1669.4158690176323
43002,1710.1619647355164
43003,1738.2627204030227
43004,1743.882871536524
43005,1736.8576826196472
43006,1724.2123425692694
43007,1665.2007556675062
43008,1594.9488664987405
43009,1527.5070528967253
43010,1483.9508816120906
43011,1441.7997481108312
43012,1408.0788413098237
43013,1356.092443324937
43014,1330.8017632241813
43015,1356.092443324937
43016,1417.9141057934507
43017,1460.0652392947102
43018,1457.2551637279596
43019,1451.6350125944584
43020,1454.445088161209
43021,1450.2299748110831
43022,1436.17959697733
43023,1422.1292191435768
43024,1406.6738035264484
43025,1388.4083123425692
43026,1354.6874055415617
43027,1344.8521410579344
43028,1342.0420654911838
43029,1336.4219143576825
43030,1327.9916876574307
43031,1351.877329974811
43032,1356.092443324937
43033,1336.4219143576825
43034,1288.6506297229218
43035,1312.5362720403023
43036,1349.0672544080603
43037,1415.1040302267002
43038,1485.355919395466
43039,1516.2667506297228
43040,1528.9120906801006
43041,1565.443073047859
43042,1607.5942065491183
43043,1645.530226700252
43044,1641.315113350126
43045,1613.2143576826195
43046,1575.2783375314862
43047,1548.5826196473552
43048,1530.317128463476
43049,1517.6717884130983
43050,1521.8869017632242
43051,1521.8869017632242
43052,1527.5070528967253
43053,1531.7221662468514
43054,1530.317128463476
43055,1523.2919395465995
43056,1513.4566750629722
43057,1509.2415617128463
43058,1520.4818639798489
43059,1540.1523929471032
43060,1572.4682619647356
43061,1608.9992443324936
43062,1628.6697732997482
43063,1652.5554156171283
43064,1694.7065491183878
43065,1752.3130982367757
43066,1779.0088161209069
43067,1784.628967254408
43068,1773.3886649874055
43069,1743.882871536524
43070,1693.3015113350125
43071,1625.8596977329973
43072,1540.1523929471032
43073,1451.6350125944584
43074,1377.1680100755666
43075,1329.396725440806
43076,1278.8153652392946
43077,1242.2843828715365
43078,1238.0692695214104
43079,1267.575062972292
43080,1298.4858942065491
43081,1325.1816120906801
43082,1337.826952141058
43083,1349.0672544080603
43084,1354.6874055415617
43085,1365.9277078085643
43086,1381.3831234256927
43087,1384.1931989924433
43088,1385.5982367758186
43089,1401.053652392947
43090,1412.2939546599496
43091,1416.5090680100755
43092,1417.9141057934507
43093,1427.749370277078
43094,1460.0652392947102
43095,1489.5710327455918
43096,1500.8113350125943
43097,1506.4314861460957
43098,1507.836523929471
43099,1507.836523929471
43100,1520.4818639798489
43101,1527.5070528967253
43102,1509.2415617128463
43103,1450.2299748110831
43104,1389.8133501259445
43105,1347.662216624685
43106,1332.2068010075566
43107,1325.1816120906801
43108,1340.6370277078086
43109,1371.5478589420654
43110,1406.6738035264484
43111,1440.3947103274559
43112,1475.5206549118386
43113,1478.3307304785894
43114,1467.0904282115869
43115,1483.9508816120906
43116,1531.7221662468514
43117,1580.8984886649873
43118,1614.6193954659948
43119,1614.6193954659948
43120,1586.5186397984885
43121,1566.8481108312342
43122,1542.9624685138538
43123,1489.5710327455918
43124,1429.1544080604533
43125,1391.2183879093197
43126,1391.2183879093197
43127,1420.7241813602013
43128,1451.6350125944584
43129,1441.7997481108312
43130,1419.319143576826
43131,1409.483879093199
43132,1415.1040302267002
43133,1433.3695214105792
43134,1474.1156171284633
43135,1531.7221662468514
43136,1576.6833753148615
43137,1579.493450881612
43138,1552.797732997481
