,record1
18405,1216.9937027707808
18406,1212.778589420655
18407,1239.4743073047857
18408,1298.4858942065491
18409,1375.7629722921913
18410,1458.660201511335
18411,1533.1272040302267
18412,1585.1136020151132
18413,1606.189168765743
18414,1604.7841309823677
18415,1580.8984886649873
18416,1526.10201511335
18417,1457.2551637279596
18418,1377.1680100755666
18419,1294.270780856423
18420,1233.8541561712846
18421,1188.8929471032745
18422,1169.22241813602
18423,1142.526700251889
18424,1117.2360201511333
18425,1097.565491183879
18426,1114.4259445843827
18427,1186.0828715365237
18428,1313.9413098236776
18429,1461.4702770780855
18430,1566.8481108312342
18431,1601.9740554156172
18432,1611.8093198992442
18433,1620.2395465994962
18434,1658.1755667506297
18435,1675.0360201511335
18436,1645.530226700252
18437,1569.6581863979848
18438,1450.2299748110831
18439,1344.8521410579344
18440,1276.005289672544
18441,1243.6894206549118
18442,1221.2088161209067
18443,1225.4239294710328
18444,1260.5498740554156
18445,1287.2455919395466
18446,1304.1060453400503
18447,1304.1060453400503
18448,1294.270780856423
18449,1274.6002518891687
18450,1264.7649874055414
18451,1246.4994962216624
18452,1207.1584382871536
18453,1157.9821158690174
18454,1127.0712846347606
18455,1131.2863979848867
18456,1146.741813602015
18457,1177.652644836272
18458,1225.4239294710328
18459,1249.309571788413
18460,1280.2204030226699
18461,1312.5362720403023
18462,1363.1176322418135
18463,1441.7997481108312
18464,1527.5070528967253
18465,1578.0884130982367
18466,1597.758942065491
18467,1596.3539042821158
18468,1586.5186397984885
18469,1568.2531486146095
18470,1531.7221662468514
18471,1472.710579345088
18472,1427.749370277078
18473,1403.8637279596976
18474,1395.4335012594458
18475,1367.3327455919396
18476,1323.7765743073046
18477,1298.4858942065491
18478,1304.1060453400503
18479,1322.3715365239293
18480,1312.5362720403023
18481,1267.575062972292
18482,1246.4994962216624
18483,1260.5498740554156
18484,1277.4103274559193
18485,1257.739798488665
18486,1252.1196473551636
18487,1260.5498740554156
18488,1274.6002518891687
18489,1273.1952141057934
18490,1257.739798488665
18491,1249.309571788413
18492,1263.3599496221661
18493,1284.435516372796
18494,1295.6758186397983
18495,1312.5362720403023
18496,1332.2068010075566
18497,1342.0420654911838
18498,1339.2319899244333
18499,1351.877329974811
18500,1372.9528967254407
18501,1406.6738035264484
18502,1429.1544080604533
18503,1408.0788413098237
18504,1364.5226700251887
18505,1342.0420654911838
18506,1325.1816120906801
18507,1315.3463476070528
18508,1312.5362720403023
18509,1336.4219143576825
18510,1368.7377833753148
18511,1409.483879093199
18512,1438.9896725440806
18513,1453.0400503778337
18514,1486.7609571788412
18515,1533.1272040302267
18516,1554.2027707808563
18517,1533.1272040302267
18518,1505.0264483627204
18519,1460.0652392947102
18520,1416.5090680100755
18521,1409.483879093199
18522,1409.483879093199
18523,1409.483879093199
18524,1412.2939546599496
18525,1401.053652392947
18526,1396.8385390428211
18527,1391.2183879093197
18528,1399.6486146095717
18529,1430.5594458438286
18530,1448.8249370277078
18531,1444.6098236775817
18532,1433.3695214105792
18533,1444.6098236775817
18534,1461.4702770780855
18535,1468.4954659949622
18536,1460.0652392947102
18537,1464.2803526448363
18538,1451.6350125944584
18539,1427.749370277078
18540,1419.319143576826
18541,1406.6738035264484
18542,1378.5730478589421
18543,1344.8521410579344
18544,1318.1564231738034
18545,1299.8909319899244
18546,1288.6506297229218
18547,1292.8657430730477
18548,1292.8657430730477
18549,1290.0556675062971
18550,1299.8909319899244
18551,1309.7261964735517
18552,1316.7513853904281
18553,1356.092443324937
18554,1392.623425692695
18555,1419.319143576826
18556,1433.3695214105792
18557,1429.1544080604533
18558,1416.5090680100755
18559,1401.053652392947
18560,1392.623425692695
18561,1388.4083123425692
18562,1388.4083123425692
18563,1385.5982367758186
18564,1377.1680100755666
18565,1374.357934508816
18566,1392.623425692695
18567,1408.0788413098237
18568,1423.5342569269521
18569,1434.7745591939547
18570,1460.0652392947102
18571,1485.355919395466
18572,1500.8113350125943
18573,1500.8113350125943
18574,1498.0012594458437
18575,1464.2803526448363
18576,1416.5090680100755
18577,1382.788161209068
18578,1374.357934508816
18579,1370.1428211586901
18580,1364.5226700251887
18581,1395.4335012594458
18582,1431.964483627204
18583,1434.7745591939547
18584,1434.7745591939547
18585,1448.8249370277078
18586,1451.6350125944584
18587,1423.5342569269521
18588,1388.4083123425692
18589,1365.9277078085643
18590,1349.0672544080603
18591,1316.7513853904281
18592,1288.6506297229218
18593,1270.3851385390428
18594,1257.739798488665
18595,1264.7649874055414
18596,1304.1060453400503
18597,1340.6370277078086
18598,1358.9025188916876
18599,1374.357934508816
18600,1388.4083123425692
18601,1375.7629722921913
18602,1370.1428211586901
18603,1364.5226700251887
18604,1354.6874055415617
18605,1333.6118387909319
18606,1333.6118387909319
18607,1350.4722921914358
18608,1382.788161209068
18609,1416.5090680100755
18610,1453.0400503778337
18611,1492.3811083123426
18612,1544.367506297229
18613,1585.1136020151132
18614,1614.6193954659948
18615,1593.5438287153652
18616,1512.051637279597
18617,1388.4083123425692
18618,1319.5614609571787
18619,1315.3463476070528
18620,1311.131234256927
18621,1290.0556675062971
18622,1266.1700251889167
18623,1236.6642317380351
18624,1200.133249370277
18625,1155.1720403022669
18626,1127.0712846347606
18627,1069.4647355163727
18628,1041.3639798488664
18629,1077.8949622166247
18630,1125.6662468513853
18631,1174.8425692695214
18632,1225.4239294710328
18633,1245.0944584382871
18634,1222.613853904282
18635,1184.6778337531487
18636,1141.1216624685137
18637,1131.2863979848867
18638,1172.0324937027708
18639,1242.2843828715365
18640,1320.966498740554
18641,1416.5090680100755
18642,1507.836523929471
18643,1554.2027707808563
18644,1545.7725440806046
18645,1503.6214105793451
18646,1479.7357682619647
18647,1474.1156171284633
18648,1506.4314861460957
18649,1496.5962216624685
18650,1451.6350125944584
18651,1415.1040302267002
18652,1381.3831234256927
18653,1381.3831234256927
18654,1385.5982367758186
18655,1385.5982367758186
18656,1378.5730478589421
18657,1353.2823677581864
18658,1332.2068010075566
18659,1330.8017632241813
18660,1364.5226700251887
18661,1403.8637279596976
18662,1458.660201511335
18663,1530.317128463476
18664,1587.923677581864
18665,1610.404282115869
18666,1589.3287153652393
18667,1559.8229219143577
18668,1558.4178841309822
18669,1566.8481108312342
18670,1575.2783375314862
18671,1586.5186397984885
18672,1608.9992443324936
18673,1645.530226700252
18674,1651.150377833753
18675,1627.2647355163726
18676,1561.227959697733
18677,1481.14080604534
18678,1429.1544080604533
18679,1420.7241813602013
18680,1426.3443324937027
18681,1409.483879093199
18682,1374.357934508816
18683,1329.396725440806
18684,1294.270780856423
18685,1276.005289672544
18686,1257.739798488665
18687,1245.0944584382871
18688,1266.1700251889167
18689,1308.3211586901762
18690,1322.3715365239293
18691,1313.9413098236776
18692,1318.1564231738034
18693,1337.826952141058
18694,1339.2319899244333
18695,1336.4219143576825
18696,1356.092443324937
18697,1399.6486146095717
18698,1441.7997481108312
18699,1440.3947103274559
18700,1436.17959697733
18701,1444.6098236775817
18702,1448.8249370277078
18703,1485.355919395466
18704,1527.5070528967253
18705,1566.8481108312342
18706,1575.2783375314862
18707,1569.6581863979848
18708,1568.2531486146095
18709,1579.493450881612
18710,1583.708564231738
18711,1579.493450881612
18712,1579.493450881612
18713,1576.6833753148615
18714,1579.493450881612
18715,1596.3539042821158
18716,1608.9992443324936
18717,1628.6697732997482
18718,1641.315113350126
18719,1646.9352644836272
18720,1652.5554156171283
18721,1641.315113350126
18722,1631.4798488664987
18723,1635.6949622166246
18724,1653.9604534005036
18725,1663.795717884131
18726,1645.530226700252
18727,1568.2531486146095
18728,1475.5206549118386
18729,1379.9780856423174
18730,1323.7765743073046
18731,1273.1952141057934
18732,1200.133249370277
18733,1101.7806045340049
18734,1028.7186397984885
18735,1025.908564231738
18736,1048.3891687657429
18737,1103.1856423173804
18738,1145.3367758186396
18739,1197.3231738035263
18740,1252.1196473551636
18741,1295.6758186397983
18742,1339.2319899244333
18743,1391.2183879093197
18744,1417.9141057934507
18745,1441.7997481108312
18746,1474.1156171284633
18747,1509.2415617128463
18748,1524.6969773299747
18749,1509.2415617128463
18750,1488.1659949622165
18751,1474.1156171284633
18752,1454.445088161209
18753,1444.6098236775817
18754,1441.7997481108312
18755,1434.7745591939547
18756,1437.5846347607053
18757,1437.5846347607053
18758,1440.3947103274559
18759,1441.7997481108312
18760,1447.4198992443323
18761,1454.445088161209
18762,1468.4954659949622
18763,1482.5458438287153
18764,1486.7609571788412
18765,1489.5710327455918
18766,1492.3811083123426
18767,1507.836523929471
18768,1509.2415617128463
18769,1526.10201511335
18770,1533.1272040302267
18771,1549.9876574307305
18772,1575.2783375314862
18773,1583.708564231738
18774,1580.8984886649873
18775,1554.2027707808563
18776,1509.2415617128463
18777,1468.4954659949622
18778,1451.6350125944584
18779,1448.8249370277078
18780,1416.5090680100755
18781,1358.9025188916876
18782,1313.9413098236776
18783,1290.0556675062971
18784,1298.4858942065491
18785,1302.701007556675
18786,1326.5866498740554
18787,1346.2571788413097
18788,1361.7125944584382
18789,1374.357934508816
18790,1384.1931989924433
18791,1374.357934508816
18792,1370.1428211586901
18793,1363.1176322418135
18794,1392.623425692695
18795,1457.2551637279596
18796,1521.8869017632242
18797,1552.797732997481
18798,1545.7725440806046
18799,1524.6969773299747
18800,1517.6717884130983
18801,1524.6969773299747
18802,1531.7221662468514
18803,1535.9372795969773
18804,1496.5962216624685
18805,1440.3947103274559
18806,1382.788161209068
18807,1363.1176322418135
18808,1322.3715365239293
18809,1260.5498740554156
18810,1186.0828715365237
18811,1152.3619647355163
18812,1146.741813602015
18813,1153.7670025188916
18814,1170.6274559193953
18815,1212.778589420655
18816,1268.9801007556675
18817,1325.1816120906801
18818,1374.357934508816
18819,1430.5594458438286
18820,1483.9508816120906
18821,1506.4314861460957
18822,1498.0012594458437
18823,1495.1911838790932
18824,1471.3055415617127
18825,1431.964483627204
18826,1401.053652392947
18827,1379.9780856423174
18828,1379.9780856423174
18829,1377.1680100755666
18830,1378.5730478589421
18831,1398.2435768261964
18832,1424.9392947103274
18833,1441.7997481108312
18834,1444.6098236775817
18835,1438.9896725440806
18836,1430.5594458438286
18837,1429.1544080604533
18838,1410.8889168765743
18839,1395.4335012594458
18840,1387.0032745591939
18841,1358.9025188916876
18842,1306.9161209068009
18843,1252.1196473551636
18844,1183.2727959697731
18845,1149.5518891687657
18846,1143.9317380352645
18847,1165.0073047858941
18848,1212.778589420655
18849,1271.7901763224181
18850,1360.3075566750629
18851,1467.0904282115869
18852,1540.1523929471032
18853,1582.3035264483626
18854,1646.9352644836272
18855,1697.5166246851386
18856,1677.846095717884
18857,1614.6193954659948
18858,1552.797732997481
18859,1502.2163727959696
18860,1467.0904282115869
18861,1462.875314861461
18862,1467.0904282115869
18863,1427.749370277078
18864,1396.8385390428211
18865,1398.2435768261964
18866,1419.319143576826
18867,1419.319143576826
18868,1396.8385390428211
18869,1396.8385390428211
18870,1396.8385390428211
18871,1413.6989924433249
18872,1427.749370277078
18873,1406.6738035264484
18874,1392.623425692695
18875,1401.053652392947
18876,1427.749370277078
18877,1415.1040302267002
18878,1347.662216624685
18879,1285.8405541561713
18880,1277.4103274559193
18881,1302.701007556675
18882,1363.1176322418135
18883,1413.6989924433249
18884,1437.5846347607053
18885,1458.660201511335
18886,1492.3811083123426
18887,1519.0768261964736
18888,1541.5574307304785
18889,1573.8732997481109
18890,1631.4798488664987
18891,1679.2511335012593
18892,1679.2511335012593
18893,1648.3403022670025
18894,1607.5942065491183
18895,1571.06322418136
18896,1558.4178841309822
18897,1576.6833753148615
18898,1573.8732997481109
18899,1551.3926952141057
18900,1540.1523929471032
18901,1566.8481108312342
18902,1611.8093198992442
18903,1611.8093198992442
18904,1589.3287153652393
18905,1557.012846347607
18906,1500.8113350125943
18907,1444.6098236775817
18908,1409.483879093199
18909,1398.2435768261964
18910,1385.5982367758186
18911,1379.9780856423174
18912,1364.5226700251887
18913,1349.0672544080603
18914,1333.6118387909319
18915,1330.8017632241813
18916,1343.4471032745591
18917,1364.5226700251887
18918,1377.1680100755666
18919,1381.3831234256927
18920,1401.053652392947
18921,1429.1544080604533
18922,1464.2803526448363
18923,1498.0012594458437
18924,1505.0264483627204
18925,1502.2163727959696
18926,1488.1659949622165
18927,1471.3055415617127
18928,1451.6350125944584
18929,1427.749370277078
18930,1378.5730478589421
18931,1325.1816120906801
18932,1263.3599496221661
18933,1219.8037783375314
18934,1176.2476070528967
18935,1160.7921914357682
18936,1181.8677581863979
18937,1229.6390428211587
18938,1257.739798488665
18939,1267.575062972292
18940,1285.8405541561713
18941,1299.8909319899244
18942,1327.9916876574307
18943,1371.5478589420654
18944,1405.268765743073
18945,1437.5846347607053
18946,1457.2551637279596
18947,1458.660201511335
18948,1453.0400503778337
18949,1457.2551637279596
18950,1489.5710327455918
18951,1527.5070528967253
18952,1555.6078085642316
18953,1561.227959697733
18954,1557.012846347607
18955,1558.4178841309822
18956,1561.227959697733
18957,1561.227959697733
18958,1561.227959697733
18959,1568.2531486146095
18960,1569.6581863979848
18961,1575.2783375314862
18962,1580.8984886649873
18963,1586.5186397984885
18964,1575.2783375314862
18965,1561.227959697733
18966,1548.5826196473552
18967,1534.532241813602
18968,1517.6717884130983
18969,1507.836523929471
18970,1499.406297229219
18971,1486.7609571788412
18972,1474.1156171284633
18973,1462.875314861461
18974,1455.8501259445843
18975,1451.6350125944584
18976,1427.749370277078
18977,1396.8385390428211
18978,1388.4083123425692
18979,1399.6486146095717
18980,1415.1040302267002
18981,1427.749370277078
18982,1437.5846347607053
18983,1448.8249370277078
18984,1461.4702770780855
18985,1490.9760705289673
18986,1509.2415617128463
18987,1499.406297229219
18988,1475.5206549118386
18989,1451.6350125944584
18990,1437.5846347607053
18991,1446.014861460957
18992,1434.7745591939547
18993,1392.623425692695
18994,1343.4471032745591
18995,1320.966498740554
18996,1292.8657430730477
18997,1271.7901763224181
18998,1268.9801007556675
18999,1309.7261964735517
19000,1353.2823677581864
19001,1405.268765743073
19002,1483.9508816120906
19003,1552.797732997481
19004,1597.758942065491
19005,1621.6445843828715
19006,1608.9992443324936
19007,1585.1136020151132
19008,1537.3423173803526
19009,1489.5710327455918
19010,1458.660201511335
19011,1441.7997481108312
19012,1423.5342569269521
19013,1410.8889168765743
19014,1412.2939546599496
19015,1430.5594458438286
19016,1444.6098236775817
19017,1448.8249370277078
19018,1446.014861460957
19019,1461.4702770780855
19020,1464.2803526448363
19021,1467.0904282115869
19022,1465.6853904282116
19023,1467.0904282115869
19024,1464.2803526448363
19025,1468.4954659949622
19026,1469.9005037783375
19027,1468.4954659949622
19028,1468.4954659949622
19029,1467.0904282115869
19030,1469.9005037783375
19031,1465.6853904282116
19032,1475.5206549118386
19033,1493.7861460957179
19034,1513.4566750629722
19035,1513.4566750629722
19036,1516.2667506297228
19037,1541.5574307304785
19038,1562.6329974811083
19039,1542.9624685138538
19040,1492.3811083123426
19041,1438.9896725440806
19042,1427.749370277078
19043,1429.1544080604533
19044,1412.2939546599496
19045,1405.268765743073
19046,1406.6738035264484
19047,1409.483879093199
19048,1399.6486146095717
19049,1384.1931989924433
19050,1372.9528967254407
19051,1365.9277078085643
19052,1370.1428211586901
19053,1381.3831234256927
19054,1382.788161209068
19055,1378.5730478589421
19056,1381.3831234256927
19057,1401.053652392947
19058,1427.749370277078
19059,1436.17959697733
19060,1441.7997481108312
19061,1441.7997481108312
19062,1453.0400503778337
19063,1457.2551637279596
19064,1474.1156171284633
19065,1488.1659949622165
19066,1489.5710327455918
19067,1485.355919395466
19068,1489.5710327455918
19069,1489.5710327455918
19070,1488.1659949622165
19071,1489.5710327455918
19072,1479.7357682619647
19073,1474.1156171284633
19074,1471.3055415617127
19075,1472.710579345088
19076,1475.5206549118386
19077,1468.4954659949622
19078,1441.7997481108312
19079,1430.5594458438286
19080,1420.7241813602013
19081,1415.1040302267002
19082,1409.483879093199
19083,1403.8637279596976
19084,1398.2435768261964
19085,1398.2435768261964
19086,1412.2939546599496
19087,1420.7241813602013
19088,1437.5846347607053
19089,1433.3695214105792
19090,1433.3695214105792
19091,1434.7745591939547
19092,1437.5846347607053
19093,1409.483879093199
19094,1378.5730478589421
19095,1350.4722921914358
19096,1322.3715365239293
19097,1316.7513853904281
19098,1319.5614609571787
19099,1312.5362720403023
19100,1294.270780856423
19101,1277.4103274559193
19102,1301.2959697732997
19103,1336.4219143576825
19104,1405.268765743073
19105,1453.0400503778337
19106,1495.1911838790932
19107,1569.6581863979848
19108,1625.8596977329973
19109,1623.0496221662468
19110,1601.9740554156172
19111,1583.708564231738
19112,1575.2783375314862
19113,1585.1136020151132
19114,1604.7841309823677
19115,1625.8596977329973
19116,1616.0244332493703
19117,1578.0884130982367
19118,1544.367506297229
19119,1541.5574307304785
19120,1547.1775818639799
19121,1545.7725440806046
19122,1544.367506297229
19123,1526.10201511335
19124,1507.836523929471
19125,1485.355919395466
19126,1460.0652392947102
19127,1443.2047858942065
19128,1423.5342569269521
19129,1403.8637279596976
19130,1382.788161209068
19131,1372.9528967254407
19132,1368.7377833753148
19133,1384.1931989924433
19134,1420.7241813602013
19135,1461.4702770780855
19136,1499.406297229219
19137,1531.7221662468514
19138,1558.4178841309822
19139,1578.0884130982367
19140,1606.189168765743
19141,1631.4798488664987
19142,1635.6949622166246
19143,1620.2395465994962
19144,1576.6833753148615
19145,1534.532241813602
19146,1510.6465994962216
19147,1503.6214105793451
19148,1481.14080604534
19149,1475.5206549118386
19150,1485.355919395466
19151,1489.5710327455918
19152,1495.1911838790932
19153,1496.5962216624685
19154,1502.2163727959696
19155,1495.1911838790932
19156,1502.2163727959696
19157,1503.6214105793451
19158,1507.836523929471
19159,1505.0264483627204
19160,1499.406297229219
19161,1499.406297229219
19162,1492.3811083123426
19163,1496.5962216624685
19164,1493.7861460957179
19165,1499.406297229219
19166,1500.8113350125943
19167,1505.0264483627204
19168,1509.2415617128463
19169,1510.6465994962216
19170,1512.051637279597
19171,1517.6717884130983
19172,1516.2667506297228
19173,1516.2667506297228
19174,1513.4566750629722
19175,1505.0264483627204
19176,1500.8113350125943
19177,1490.9760705289673
19178,1479.7357682619647
19179,1471.3055415617127
19180,1448.8249370277078
19181,1441.7997481108312
19182,1424.9392947103274
19183,1409.483879093199
19184,1410.8889168765743
19185,1413.6989924433249
19186,1420.7241813602013
19187,1422.1292191435768
19188,1416.5090680100755
19189,1429.1544080604533
19190,1444.6098236775817
19191,1457.2551637279596
19192,1465.6853904282116
19193,1474.1156171284633
19194,1472.710579345088
19195,1457.2551637279596
19196,1450.2299748110831
19197,1462.875314861461
19198,1482.5458438287153
19199,1506.4314861460957
19200,1521.8869017632242
19201,1527.5070528967253
19202,1521.8869017632242
19203,1517.6717884130983
19204,1513.4566750629722
19205,1510.6465994962216
19206,1513.4566750629722
19207,1500.8113350125943
19208,1502.2163727959696
19209,1498.0012594458437
19210,1495.1911838790932
19211,1493.7861460957179
19212,1498.0012594458437
19213,1500.8113350125943
19214,1488.1659949622165
19215,1481.14080604534
19216,1479.7357682619647
19217,1479.7357682619647
19218,1483.9508816120906
19219,1476.9256926952141
19220,1475.5206549118386
19221,1485.355919395466
19222,1488.1659949622165
19223,1490.9760705289673
19224,1499.406297229219
19225,1495.1911838790932
19226,1493.7861460957179
19227,1479.7357682619647
19228,1479.7357682619647
19229,1492.3811083123426
19230,1502.2163727959696
19231,1474.1156171284633
19232,1417.9141057934507
19233,1375.7629722921913
19234,1353.2823677581864
19235,1346.2571788413097
19236,1336.4219143576825
19237,1335.0168765743072
19238,1313.9413098236776
19239,1316.7513853904281
19240,1320.966498740554
19241,1313.9413098236776
19242,1298.4858942065491
19243,1295.6758186397983
19244,1329.396725440806
19245,1394.0284634760706
19246,1438.9896725440806
19247,1464.2803526448363
19248,1451.6350125944584
19249,1427.749370277078
19250,1424.9392947103274
19251,1444.6098236775817
19252,1474.1156171284633
19253,1505.0264483627204
19254,1531.7221662468514
19255,1547.1775818639799
19256,1541.5574307304785
19257,1534.532241813602
19258,1512.051637279597
19259,1489.5710327455918
19260,1474.1156171284633
19261,1468.4954659949622
19262,1493.7861460957179
19263,1544.367506297229
19264,1580.8984886649873
19265,1603.3790931989925
19266,1637.1
19267,1665.2007556675062
19268,1670.8209068010076
19269,1656.7705289672544
19270,1644.1251889168766
19271,1610.404282115869
19272,1586.5186397984885
19273,1580.8984886649873
19274,1579.493450881612
19275,1576.6833753148615
19276,1547.1775818639799
19277,1502.2163727959696
19278,1472.710579345088
19279,1451.6350125944584
19280,1431.964483627204
19281,1429.1544080604533
19282,1423.5342569269521
19283,1410.8889168765743
19284,1396.8385390428211
19285,1402.4586901763223
19286,1401.053652392947
19287,1410.8889168765743
19288,1424.9392947103274
19289,1464.2803526448363
19290,1500.8113350125943
19291,1530.317128463476
19292,1528.9120906801006
19293,1531.7221662468514
19294,1527.5070528967253
19295,1513.4566750629722
19296,1488.1659949622165
19297,1471.3055415617127
19298,1457.2551637279596
19299,1451.6350125944584
19300,1451.6350125944584
19301,1447.4198992443323
19302,1431.964483627204
19303,1429.1544080604533
19304,1416.5090680100755
19305,1416.5090680100755
19306,1424.9392947103274
19307,1429.1544080604533
19308,1457.2551637279596
19309,1502.2163727959696
19310,1544.367506297229
19311,1573.8732997481109
19312,1590.7337531486146
19313,1596.3539042821158
19314,1582.3035264483626
19315,1559.8229219143577
19316,1540.1523929471032
19317,1509.2415617128463
19318,1496.5962216624685
19319,1485.355919395466
19320,1462.875314861461
19321,1436.17959697733
19322,1415.1040302267002
19323,1423.5342569269521
19324,1417.9141057934507
19325,1388.4083123425692
19326,1361.7125944584382
19327,1340.6370277078086
19328,1336.4219143576825
19329,1347.662216624685
19330,1339.2319899244333
19331,1327.9916876574307
19332,1336.4219143576825
19333,1354.6874055415617
19334,1360.3075566750629
19335,1365.9277078085643
19336,1371.5478589420654
19337,1372.9528967254407
19338,1387.0032745591939
19339,1417.9141057934507
19340,1440.3947103274559
19341,1444.6098236775817
19342,1457.2551637279596
19343,1467.0904282115869
19344,1485.355919395466
19345,1510.6465994962216
19346,1530.317128463476
19347,1545.7725440806046
19348,1566.8481108312342
19349,1594.9488664987405
19350,1623.0496221662468
19351,1645.530226700252
19352,1648.3403022670025
19353,1644.1251889168766
19354,1642.720151133501
19355,1628.6697732997482
19356,1613.2143576826195
19357,1585.1136020151132
19358,1555.6078085642316
19359,1519.0768261964736
19360,1486.7609571788412
19361,1471.3055415617127
19362,1472.710579345088
19363,1485.355919395466
19364,1490.9760705289673
19365,1495.1911838790932
19366,1475.5206549118386
19367,1461.4702770780855
19368,1460.0652392947102
19369,1474.1156171284633
19370,1499.406297229219
19371,1534.532241813602
19372,1554.2027707808563
19373,1564.0380352644836
19374,1554.2027707808563
19375,1544.367506297229
19376,1534.532241813602
19377,1538.747355163728
19378,1552.797732997481
19379,1568.2531486146095
19380,1559.8229219143577
19381,1552.797732997481
19382,1538.747355163728
19383,1533.1272040302267
19384,1542.9624685138538
19385,1558.4178841309822
19386,1569.6581863979848
19387,1565.443073047859
19388,1554.2027707808563
19389,1528.9120906801006
19390,1510.6465994962216
19391,1505.0264483627204
19392,1503.6214105793451
19393,1498.0012594458437
19394,1479.7357682619647
19395,1461.4702770780855
19396,1453.0400503778337
19397,1464.2803526448363
19398,1467.0904282115869
19399,1461.4702770780855
19400,1468.4954659949622
19401,1481.14080604534
19402,1506.4314861460957
19403,1530.317128463476
19404,1538.747355163728
19405,1542.9624685138538
19406,1535.9372795969773
19407,1530.317128463476
19408,1524.6969773299747
19409,1519.0768261964736
19410,1516.2667506297228
19411,1506.4314861460957
19412,1493.7861460957179
19413,1493.7861460957179
19414,1486.7609571788412
19415,1479.7357682619647
19416,1474.1156171284633
19417,1461.4702770780855
19418,1451.6350125944584
19419,1474.1156171284633
19420,1527.5070528967253
19421,1590.7337531486146
19422,1625.8596977329973
19423,1632.884886649874
19424,1620.2395465994962
19425,1617.4294710327456
19426,1610.404282115869
19427,1590.7337531486146
19428,1554.2027707808563
19429,1507.836523929471
19430,1462.875314861461
19431,1415.1040302267002
19432,1378.5730478589421
19433,1382.788161209068
19434,1372.9528967254407
19435,1363.1176322418135
19436,1323.7765743073046
19437,1274.6002518891687
19438,1273.1952141057934
19439,1295.6758186397983
19440,1323.7765743073046
19441,1347.662216624685
19442,1381.3831234256927
19443,1406.6738035264484
19444,1426.3443324937027
19445,1468.4954659949622
19446,1506.4314861460957
19447,1530.317128463476
19448,1548.5826196473552
19449,1564.0380352644836
19450,1564.0380352644836
19451,1548.5826196473552
19452,1541.5574307304785
19453,1530.317128463476
19454,1524.6969773299747
19455,1516.2667506297228
19456,1514.8617128463475
19457,1506.4314861460957
19458,1503.6214105793451
19459,1499.406297229219
19460,1493.7861460957179
19461,1483.9508816120906
19462,1478.3307304785894
19463,1468.4954659949622
19464,1447.4198992443323
19465,1429.1544080604533
19466,1409.483879093199
19467,1398.2435768261964
19468,1401.053652392947
19469,1413.6989924433249
19470,1427.749370277078
19471,1434.7745591939547
19472,1441.7997481108312
19473,1448.8249370277078
19474,1460.0652392947102
19475,1471.3055415617127
19476,1471.3055415617127
19477,1453.0400503778337
19478,1437.5846347607053
19479,1446.014861460957
19480,1455.8501259445843
19481,1461.4702770780855
19482,1474.1156171284633
19483,1489.5710327455918
19484,1503.6214105793451
19485,1502.2163727959696
19486,1481.14080604534
19487,1455.8501259445843
19488,1430.5594458438286
19489,1410.8889168765743
19490,1409.483879093199
19491,1424.9392947103274
19492,1441.7997481108312
19493,1468.4954659949622
19494,1486.7609571788412
19495,1485.355919395466
19496,1482.5458438287153
19497,1481.14080604534
19498,1482.5458438287153
19499,1478.3307304785894
19500,1483.9508816120906
19501,1490.9760705289673
19502,1503.6214105793451
19503,1520.4818639798489
19504,1533.1272040302267
19505,1524.6969773299747
19506,1512.051637279597
19507,1498.0012594458437
19508,1478.3307304785894
19509,1461.4702770780855
19510,1455.8501259445843
19511,1465.6853904282116
19512,1482.5458438287153
19513,1495.1911838790932
19514,1512.051637279597
19515,1524.6969773299747
19516,1538.747355163728
19517,1551.3926952141057
19518,1557.012846347607
19519,1552.797732997481
19520,1548.5826196473552
19521,1545.7725440806046
19522,1538.747355163728
19523,1524.6969773299747
19524,1514.8617128463475
19525,1498.0012594458437
19526,1482.5458438287153
19527,1465.6853904282116
19528,1464.2803526448363
19529,1468.4954659949622
19530,1468.4954659949622
19531,1469.9005037783375
19532,1474.1156171284633
19533,1475.5206549118386
19534,1482.5458438287153
19535,1479.7357682619647
19536,1486.7609571788412
19537,1500.8113350125943
19538,1528.9120906801006
19539,1558.4178841309822
19540,1578.0884130982367
19541,1589.3287153652393
19542,1593.5438287153652
19543,1578.0884130982367
19544,1552.797732997481
19545,1528.9120906801006
19546,1503.6214105793451
19547,1478.3307304785894
19548,1469.9005037783375
19549,1451.6350125944584
19550,1433.3695214105792
19551,1423.5342569269521
19552,1422.1292191435768
19553,1412.2939546599496
19554,1412.2939546599496
19555,1415.1040302267002
19556,1431.964483627204
19557,1448.8249370277078
19558,1469.9005037783375
19559,1486.7609571788412
19560,1482.5458438287153
19561,1455.8501259445843
19562,1417.9141057934507
19563,1385.5982367758186
19564,1364.5226700251887
19565,1354.6874055415617
19566,1370.1428211586901
19567,1398.2435768261964
19568,1419.319143576826
19569,1436.17959697733
19570,1448.8249370277078
19571,1461.4702770780855
19572,1495.1911838790932
19573,1523.2919395465995
19574,1549.9876574307305
19575,1572.4682619647356
19576,1604.7841309823677
19577,1618.834508816121
19578,1620.2395465994962
19579,1630.0748110831234
19580,1623.0496221662468
19581,1623.0496221662468
19582,1617.4294710327456
19583,1611.8093198992442
19584,1610.404282115869
19585,1600.5690176322419
19586,1596.3539042821158
19587,1596.3539042821158
19588,1590.7337531486146
19589,1579.493450881612
19590,1565.443073047859
19591,1554.2027707808563
